,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Sales_avg_store
279,280,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",6242.513513513483
280,281,d,c,6970.0,9.0,2011.0,0,,,,5737.680272108868
281,282,a,a,1220.0,12.0,2010.0,0,,,,4388.653061224463
282,283,a,a,2260.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6959.775903614371
283,284,d,a,1290.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5284.8076009500655
284,285,a,a,2410.0,,,0,,,,4901.63122171951
285,286,a,a,1460.0,4.0,2015.0,0,,,,5025.954048140007
286,287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",8058.032786885269
287,288,d,a,800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec",5592.914691943176
288,289,d,a,6540.0,12.0,2007.0,0,,,,6427.716853932512
289,290,a,a,4150.0,5.0,2001.0,0,,,,6865.919999999952
290,291,d,a,,,,0,,,,8018.642369020621
291,292,a,a,1100.0,6.0,2009.0,0,,,,5638.782997762815
292,293,c,c,140.0,11.0,2007.0,0,,,,6127.775055679353
293,294,a,a,3150.0,5.0,2005.0,0,,,,5666.035634743942
294,295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",5050.339325842742
295,296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",6836.399563318704
296,297,a,a,2300.0,9.0,2010.0,0,,,,6911.886160714205
297,298,d,a,19840.0,7.0,2009.0,0,,,,8353.478365384559
298,299,d,c,38630.0,9.0,2012.0,0,,,,6019.990079365096
299,300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",6743.245614035061
300,301,a,c,4510.0,3.0,2015.0,0,,,,5409.201773835852
301,302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",3606.9777282851137
302,303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",6186.845977011567
303,304,a,a,1950.0,7.0,2015.0,0,,,,7049.290748898754
304,305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",4753.984198645645
305,306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4344.35885167465
306,307,a,a,18660.0,9.0,2002.0,0,,,,2671.7807017543823
307,308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",9697.924999999897
308,309,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov",6895.823660714206
309,310,a,c,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",7859.736030828564
310,311,a,c,680.0,7.0,2005.0,0,,,,6456.657596371941
311,312,d,a,11300.0,3.0,2012.0,0,,,,5502.380313199051
312,313,d,c,14160.0,,,0,,,,7088.538461538492
313,314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",5109.203991130883
314,315,a,c,38710.0,4.0,2013.0,0,,,,4193.535555555525
315,316,d,a,9000.0,8.0,2001.0,0,,,,9729.136563876646
316,317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5302.848557692322
317,318,d,c,32330.0,3.0,2014.0,0,,,,7455.764444444358
318,319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",7704.552915766807
319,320,a,c,210.0,9.0,2012.0,0,,,,14580.3526785716
320,321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",5814.01376146788
321,322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4921.573951434844
322,323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",7107.292951541923
323,324,a,a,13140.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5695.387527839708
324,325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",6549.517937219704
325,326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4755.68918918915
326,327,c,c,1390.0,12.0,2004.0,0,,,,7428.846153846101
327,328,a,a,3130.0,7.0,2002.0,0,,,,4334.995515695045
328,329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",6786.38084632521
329,330,a,c,370.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",4101.794183445167
330,331,a,c,670.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct",6514.783185840685
331,332,a,a,1840.0,3.0,2006.0,0,,,,3674.8571428570995
332,333,a,c,3720.0,2.0,2010.0,0,,,,9556.586907449184
333,334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",5430.275784753301
334,335,b,a,90.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",12972.122486288723
335,336,a,a,190.0,7.0,2014.0,0,,,,13953.333333333223
336,337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",4901.742222222199
337,338,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7384.84210526326
338,339,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",4909.7281323876605
339,340,a,c,8080.0,,,0,,,,6310.355895196545
340,341,a,a,190.0,9.0,2011.0,0,,,,5353.714606741567
341,342,d,c,15770.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",10925.724880382735
342,343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",6875.284424379129
343,344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",8188.637969094912
344,345,a,a,120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",4593.969837587013
345,346,a,c,8090.0,,,0,,,,6505.466230936815
346,347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",4543.0803571428705
347,348,a,a,16490.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",8694.024999999976
348,349,c,c,1490.0,4.0,2009.0,0,,,,7826.744623655896
349,350,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6979.774553571386
350,351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",5889.495495495424
351,352,d,c,6360.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec",6644.465783664485
352,353,b,b,900.0,,,1,14.0,2013.0,"Feb,May,Aug,Nov",5165.902621722813
353,354,d,c,1500.0,10.0,2005.0,0,,,,8188.5903890160625
354,355,a,c,9720.0,8.0,2013.0,0,,,,8996.673378076084
355,356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",5398.1711111110735
356,357,a,a,2060.0,10.0,2008.0,0,,,,7512.690949227305
357,358,a,a,2890.0,10.0,2003.0,0,,,,10168.653421633602
358,359,d,c,4370.0,,,0,,,,6824.689578713945
359,360,a,a,2040.0,6.0,2007.0,0,,,,6864.424836601249
360,361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",6214.114537444904
361,362,c,c,340.0,,,0,,,,9111.700218818245
362,363,a,a,250.0,9.0,2009.0,0,,,,7016.763796909589
363,364,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",4313.389400921712
364,365,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",5365.038740920066
365,366,d,c,6470.0,12.0,2004.0,0,,,,6071.825221238989
366,367,d,c,2640.0,9.0,2012.0,0,,,,5084.770270270292
367,368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",9475.68018018018
368,369,d,c,5870.0,4.0,2014.0,0,,,,6985.827050997846
369,370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",7574.191629955986
370,371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",6880.437923250617
371,372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",8496.206971677564
372,373,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",4369.929046563187
373,374,a,a,1150.0,9.0,2007.0,0,,,,6928.7588495574955
374,375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8920.26607538798
375,376,a,a,160.0,8.0,2012.0,0,,,,8469.366742596878
376,377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",7341.142538975465
377,378,a,c,2140.0,8.0,2012.0,0,,,,5857.921171171134
378,379,d,a,6630.0,,,0,,,,3828.718614718633
379,380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",14584.820568927624
380,381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",8876.971428571347
381,382,c,c,26130.0,11.0,2002.0,0,,,,7886.137697516939
382,383,a,c,350.0,,,0,,,,17335.21917808237
383,384,a,c,130.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",8395.25850340133
384,385,d,a,4580.0,9.0,2007.0,0,,,,7242.75961538454
385,386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",8579.762749445632
386,387,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec",9381.165887850408
387,388,a,a,2260.0,,,0,,,,10012.054945055048
388,389,a,c,6690.0,8.0,2011.0,0,,,,9884.321995464996
389,390,a,c,1600.0,4.0,2009.0,0,,,,11410.626398210356
390,391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",5721.212527964254
391,392,a,a,2120.0,,,0,,,,7080.46770601344
392,393,d,c,4820.0,3.0,2008.0,0,,,,5907.78125
393,394,d,a,10850.0,,,0,,,,8105.548532731402
394,395,a,a,3620.0,2.0,2013.0,0,,,,3923.917960088699
395,396,a,c,23130.0,,,0,,,,10048.055432372641
396,397,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov",5288.581655480933
397,398,c,c,1540.0,,,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5329.094922737257
398,399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5392.58755760364
399,400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",8529.793859649119
400,401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",6695.387527839714
401,402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5725.322510822555
402,403,a,a,4970.0,7.0,2015.0,0,,,,7410.49206349207
403,404,a,c,1420.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",4620.589622641483
404,405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4489.685144124126
405,406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",5483.970251716216
406,407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",3760.206088992996
407,408,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",4623.429223744244
408,409,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",5265.230425055943
409,410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",6289.3015521064945
410,411,d,c,8460.0,,,0,,,,8904.306843267123
411,412,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct",8921.373522458603
412,413,a,c,760.0,9.0,2014.0,0,,,,6994.62110311758
413,414,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",6250.3053097344455
414,415,d,c,6910.0,4.0,2005.0,0,,,,6048.467105263237
415,416,a,c,4650.0,6.0,2014.0,0,,,,10769.610738255078
416,417,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct",7854.331096196913
417,418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",5151.795154185033
418,419,c,a,1620.0,9.0,2009.0,0,,,,5217.984444444494
419,420,d,c,250.0,,,1,27.0,2012.0,"Jan,Apr,Jul,Oct",4351.160756501167
420,421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",9381.615720524089
421,422,a,c,2880.0,,,0,,,,4483.729977116726
422,423,b,a,1270.0,5.0,2014.0,0,,,,10793.059813084086
423,424,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",6490.39111111116
424,425,d,c,1460.0,,,0,,,,3147.768211920516
425,426,a,a,250.0,,,0,,,,5027.6359550561765
426,427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",7699.193396226475
427,428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",6275.807228915718
428,429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",5343.420427553396
429,430,d,c,12870.0,10.0,2008.0,0,,,,8535.956097560942
430,431,d,c,4520.0,,,0,,,,9303.879999999912
431,432,a,a,810.0,5.0,2013.0,0,,,,10639.514476614742
432,433,a,c,30030.0,11.0,2010.0,0,,,,5345.056680161969
433,434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",9640.528846153915
434,435,a,a,910.0,,,0,,,,3358.015555555527
435,436,d,a,2300.0,,,0,,,,5518.480088495618
436,437,c,c,430.0,,,1,50.0,2010.0,"Jan,Apr,Jul,Oct",7187.818181818254
437,438,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct",4832.5
438,439,a,a,1350.0,9.0,2009.0,0,,,,7225.8586956522395
439,440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4991.632516703741
440,441,d,a,2530.0,,,0,,,,6048.893333333403
441,442,c,a,500.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",4236.464125560583
442,443,d,a,11400.0,12.0,2005.0,0,,,,5108.295404814025
443,444,c,a,1700.0,11.0,2009.0,0,,,,12086.355056179704
444,445,a,a,240.0,,,0,,,,8497.651006711338
445,446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4889.453333333304
446,447,a,c,1510.0,9.0,2013.0,0,,,,5217.725055432404
447,448,a,c,3970.0,9.0,2009.0,0,,,,8403.120454545473
448,449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",11371.75
449,450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",8749.966592427647
450,451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5318.380219780243
451,452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",5312.2234513274925
452,453,a,c,75860.0,,,0,,,,7603.027613412152
453,454,a,a,26450.0,,,0,,,,5731.7483588621235
454,455,d,c,7660.0,9.0,2010.0,0,,,,6874.923413566773
455,456,a,c,140.0,,,0,,,,6282.099118942757
456,457,d,c,13140.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4611.969339622649
457,458,c,a,3390.0,,,0,,,,7583.191964285797
458,459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",8940.738839285747
459,460,a,a,34050.0,4.0,2008.0,0,,,,3686.4326086956867
460,461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",4836.367032967041
461,462,a,a,44320.0,8.0,2008.0,0,,,,4848.629955947104
462,463,a,a,4160.0,,,0,,,,6021.346846846861
463,464,c,a,520.0,3.0,2009.0,0,,,,10600.99333333324
464,465,d,c,10890.0,4.0,2005.0,0,,,,7550.701986754891
465,466,a,c,3110.0,3.0,2003.0,0,,,,7565.444444444479
466,467,a,c,20390.0,4.0,2008.0,0,,,,13497.136771300566
467,468,c,c,5260.0,9.0,2012.0,0,,,,7021.917225950838
468,469,c,c,710.0,9.0,2005.0,0,,,,11998.206278026979
469,470,a,c,50.0,,,0,,,,12966.296629213524
470,471,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",7068.387019230854
471,472,c,c,5030.0,8.0,2011.0,0,,,,5128.7649667406
472,473,a,a,50.0,,,0,,,,3542.7130044843066
473,474,c,a,14810.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec",7434.512087912183
474,475,a,a,140.0,9.0,2005.0,0,,,,6468.186666666634
475,476,d,a,8300.0,9.0,2006.0,0,,,,5800.62527233118
476,477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",6145.178571428609
477,478,d,c,1940.0,3.0,2012.0,0,,,,6716.1303370786145
478,479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",11000.93846153841
479,480,a,a,300.0,11.0,2012.0,0,,,,4880.145089285744
480,481,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov",4697.664459161142
481,482,c,a,2550.0,10.0,2005.0,0,,,,8366.988888888938
482,483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",4879.089519650673
483,484,a,c,14300.0,3.0,2011.0,0,,,,7544.536796536776
484,485,d,c,3270.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",4690.0335731414825
485,486,a,a,2320.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4159.911308203993
486,487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",6731.389496717699
487,488,a,c,2890.0,4.0,2014.0,0,,,,3648.752252252292
488,489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7156.00439560448
489,490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",8170.415492957803
490,491,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",6466.486607142828
491,492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",7743.351543942955
492,493,d,c,1150.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",7844.293333333346
493,494,b,a,1260.0,6.0,2011.0,0,,,,7536.871323529514
494,495,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4983.047085201824
495,496,d,c,2780.0,6.0,2015.0,0,,,,7534.180400890794
496,497,a,c,1610.0,,,0,,,,8971.82039911302
497,498,a,a,990.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6945.824096385496
498,499,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4804.006607929539
499,500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",5038.96226415089
500,501,a,c,1620.0,9.0,2006.0,0,,,,5524.71875
501,502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",10911.874439462008
502,503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6461.286343612274
503,504,c,c,820.0,,,0,,,,6581.060000000048
504,505,a,a,350.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4699.607929515372
505,506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",7699.704444444376
506,507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8227.755458515217
507,508,a,c,1280.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",6353.342342342283
508,509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6155.636971046715
509,510,a,c,8260.0,,,0,,,,8138.233707865179
510,511,a,a,2060.0,9.0,2009.0,0,,,,5583.970786516896
511,512,b,b,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec",5180.6040404040195
512,513,a,a,400.0,8.0,2013.0,0,,,,18519.836283185843
513,514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",5539.4184397162635
514,515,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov",8858.211711711643
515,516,a,c,20.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",5620.363636363644
516,517,a,c,22490.0,,,0,,,,5914.969837586974
517,518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5757.7535885167335
518,519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5149.776548672508
519,520,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec",3743.1148648648536
520,521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",5049.802222222222
521,522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",8007.324644549752
522,523,c,c,50.0,11.0,2013.0,0,,,,16430.746136865335
523,524,a,c,40860.0,9.0,2013.0,0,,,,7492.824701195145
524,525,d,c,1870.0,9.0,2013.0,0,,,,10308.957494407043
525,526,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec",10472.505470459417
526,527,d,c,5830.0,4.0,2008.0,0,,,,10525.694505494414
527,528,a,c,20620.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",10557.8498896248
528,529,d,c,12920.0,9.0,2012.0,0,,,,7569.159292035365
529,530,a,c,18160.0,,,0,,,,4407.9885277246785
530,531,a,c,4030.0,,,0,,,,4705.338495575215
531,532,a,c,1070.0,8.0,2010.0,0,,,,10661.236363636335
532,533,a,c,5950.0,,,0,,,,9087.051224944254
533,534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",7422.08983451544
534,535,a,a,3570.0,4.0,2007.0,0,,,,7988.704194260429
535,536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",8257.798206278097
536,537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5271.571748878931
537,538,a,a,990.0,2.0,2010.0,0,,,,3798.259174311954
538,539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",11274.45238095242
539,540,d,c,810.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct",5093.420803782527
540,541,a,c,650.0,7.0,1990.0,0,,,,6468.128603104163
541,542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",6249.421428571452
542,543,c,a,1080.0,12.0,2012.0,0,,,,2825.860045146721
543,544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",14324.061946902486
544,545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",10419.136465324355
545,546,a,a,580.0,1.0,2005.0,0,,,,13285.084090909006
546,547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",5610.901442307669
547,548,d,c,3760.0,2.0,2009.0,0,,,,4754.614349775798
548,549,a,c,2330.0,,,0,,,,4481.874725274739
549,550,d,c,50.0,6.0,2015.0,0,,,,5651.253863134736
550,551,a,c,2190.0,9.0,2013.0,0,,,,6442.795964125546
551,552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7725.148558758227
552,553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6753.706401765934
553,554,c,c,1200.0,,,0,,,,4093.425764192149
554,555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",5321.247641509408
555,556,d,c,1140.0,11.0,2014.0,0,,,,6927.7411504425045
556,557,a,a,250.0,,,0,,,,4418.346578366436
557,558,a,a,3000.0,2.0,2010.0,0,,,,3319.6386363636575
558,559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",5835.418502202692
